Year,Region,Station,Replicate,lat,lon,depth,substrate,Season,ISOP,SPHA,DPOL,DBUG,GAMM,ENCH,SHER,ALIM,APLU,ITEM,IFRE,LCER,LCLA,LHOF,LUDE,PMOL,PVEJ,SFER,TTUB,IMWO,IMWH,ALOM,CHAE,NBRE,NSIM,OSER,PMIC,SAPP,SJOS,SLAC,UUNI,VINT,CHIR,CRYP,DEMI,DICR,MPED,PUDI,PWIN,PALB,PHAL,PSCA,STIC,TRIB,CTAN,MICR,TANY,HCHA,HOLI,ABLA,PROC,MTUB,PLOG,DIPO,HIRU,OLIG,TCHI,GAST,AMME,LPRO,RCOC,SNIK,TSUP,NELI,NCOM,NPAR,NPSE,PRIS,PNIG,PTUB,ORTH,PKIE,MONO,PROT,UNDE,HYAL,HSTA,PISC,AAME,APIG,BSOW,LMAU,LSPI,PBAV,VANG,DERO,DNIV,NAIS,NVAR,PBLA,SFOS,CLAD,DNEO,HARN,HYDR,PNER,POLY,PSEU,PARA,PSMI,TAYP,COEL,THIE,ALMO,BTEN,VSIN,EPHE,HEXA,OECE,ZYGO,Na2O,Magnesium,MagnesiumOxide,AluminumOxide,SiliconDioxide,Quartz,PhosphorusPentoxide,Sulphur,DDT_TOTAL,P.P.TDE,P.P.DDE,P.P.DDE.1,HeptachlorEpoxide,Potassium,PotassiumOxide,Calcium,CalciumOxide,TitaniumDioxide,Chromium,Manganese,ManganeseOxide,XTR.Iron,Iron,IronOxide,Cobalt,Nickel,Copper,Zinc,Selenium,Strontium,Beryllium,Silver,Cadmium,Tin,TotalCarbon,OrganicCarbon,Carbon.Nitrogen_Ratio,TotalNitrogen,Mercury,Lead,Uranium,Vanadium,Arsenic,Chloride,Fluoride,Sand,Silt,Clay,Mean_grainsize,simpsonD,shannon
2007,Main Basin,MZ43,1,44.06681667,-82.74625,30,coarse sand ,NA,0,0,0,321.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.42,299.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7812.1,0.2,1.1,94.8,96.8,0,0,1.2,0,0.6,6.4,0,3029.8,0.5,4552.4,0.4,0,43.9,1807.9,0,0.3,27699.3,0,17.7,78.1,46.5,74.4,10,54.6,0.7,0.1,2.7,5,1,0,12,0,115.4,56.2,0.2,59.8,1.5,26.1,473,97.9,0.3,1.9,1,0.516334951,0.890409353
2007,Main Basin,MZ43,2,44.06681667,-82.74625,30,coarse sand ,NA,0,0,0,664.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085.42,471.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7812.1,0.2,1.1,94.8,96.8,0,0,1.2,0,0.6,6.4,0,3029.8,0.5,4552.4,0.4,0,43.9,1807.9,0,0.3,27699.3,0,17.7,78.1,46.5,74.4,10,54.6,0.7,0.1,2.7,5,1,0,12,0,115.4,56.2,0.2,59.8,1.5,26.1,473,97.9,0.3,1.9,1,0.314387246,0.599013614
2007,Main Basin,MZ43,3,44.06681667,-82.74625,30,coarse sand ,NA,0,0,0,771.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948.34,107.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7812.1,0.2,1.1,94.8,96.8,0,0,1.2,0,0.6,6.4,0,3029.8,0.5,4552.4,0.4,0,43.9,1807.9,0,0.3,27699.3,0,17.7,78.1,46.5,74.4,10,54.6,0.7,0.1,2.7,5,1,0,12,0,115.4,56.2,0.2,59.8,1.5,26.1,473,97.9,0.3,1.9,1,0.260673108,0.479856881
2007,Main Basin,MZ44,1,44.09508333,-82.71771667,39,silty sand ,NA,0,0,0,17307.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964.81,214.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7946.7,1.3,5.8,80.7,79.2,0.1,0,1.2,0,1.4,6,0,3062.5,2,4674.8,1.1,0.3,44.8,1795.8,0.2,2.6,27922.5,2.2,18.4,73.1,43.1,73.5,11.3,55.9,0.7,0.2,2.4,10.4,0.5,0.9,9.2,0.1,148.8,53.4,0.3,57.4,1.6,26.3,477.8,59.5,13.8,26.7,4,0.200781071,0.386240739
2007,Main Basin,MZ44,2,44.09508333,-82.71771667,39,silty sand ,NA,0,21.42,0,899.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870.32,214.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7946.7,1.3,5.8,80.7,79.2,0.1,0,1.2,0,1.4,6,0,3062.5,2,4674.8,1.1,0.3,44.8,1795.8,0.2,2.6,27922.5,2.2,18.4,73.1,43.1,73.5,11.3,55.9,0.7,0.2,2.4,10.4,0.5,0.9,9.2,0.1,148.8,53.4,0.3,57.4,1.6,26.3,477.8,59.5,13.8,26.7,4,0.598651734,1.009261244
2007,Main Basin,MZ44,3,44.09508333,-82.71771667,39,silty sand ,NA,0,0,0,642.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648.33,299.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7946.7,1.3,5.8,80.7,79.2,0.1,0,1.2,0,1.4,6,0,3062.5,2,4674.8,1.1,0.3,44.8,1795.8,0.2,2.6,27922.5,2.2,18.4,73.1,43.1,73.5,11.3,55.9,0.7,0.2,2.4,10.4,0.5,0.9,9.2,0.1,148.8,53.4,0.3,57.4,1.6,26.3,477.8,59.5,13.8,26.7,4,0.520135398,0.883101135
2007,Main Basin,MZ45,1,44.24175,-82.54988333,58,silty sand ,NA,0,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.49,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,8568.9,1.9,7.6,75.5,72.1,0.1,0,1.2,0.1,1.3,2.6,0,3214,2.5,5277.1,1.8,0.4,39.7,1672.6,0.3,3.1,28672.7,2.5,36.1,47.3,27.7,59.9,14.3,58.5,0.5,0.2,1.1,14.5,0.5,0.9,8.7,0.1,138.7,37.4,0.4,37.4,1.3,27.8,495.4,53.4,15.4,31.2,4.6,0.19374311,0.415150427
2007,Main Basin,MZ45,2,44.24175,-82.54988333,58,silty sand ,NA,0,85.68,0,406.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.94,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,8568.9,1.9,7.6,75.5,72.1,0.1,0,1.2,0.1,1.3,2.6,0,3214,2.5,5277.1,1.8,0.4,39.7,1672.6,0.3,3.1,28672.7,2.5,36.1,47.3,27.7,59.9,14.3,58.5,0.5,0.2,1.1,14.5,0.5,0.9,8.7,0.1,138.7,37.4,0.4,37.4,1.3,27.8,495.4,53.4,15.4,31.2,4.6,0.573161955,1.004375767
2007,Main Basin,MZ45,3,44.24175,-82.54988333,58,silty sand ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,8568.9,1.9,7.6,75.5,72.1,0.1,0,1.2,0.1,1.3,2.6,0,3214,2.5,5277.1,1.8,0.4,39.7,1672.6,0.3,3.1,28672.7,2.5,36.1,47.3,27.7,59.9,14.3,58.5,0.5,0.2,1.1,14.5,0.5,0.9,8.7,0.1,138.7,37.4,0.4,37.4,1.3,27.8,495.4,53.4,15.4,31.2,4.6,0,0
2007,Main Basin,MZ72,1,44.40465,-83.20806667,24,sand ,NA,107.1,385.56,0,6854.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.29,342.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6078,1.4,5.7,81.8,79.4,0.1,0,1.2,0,0.7,6.2,0.1,2419.8,2.7,2099.4,1.3,0.3,31.9,2096.6,0.1,2.2,24548.5,1.7,6.9,33.6,21.2,39.8,10.4,52.5,0.3,0.1,0.9,5.4,0.7,0.7,8.8,0.1,182.9,28.1,0.3,26.1,0.7,23.5,405.7,67.7,11.1,21,3.5,0.349925509,0.74129557
2007,Main Basin,MZ72,2,44.40465,-83.20806667,24,sand ,NA,0,278.46,0,449.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,974.18,235.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6078,1.4,5.7,81.8,79.4,0.1,0,1.2,0,0.7,6.2,0.1,2419.8,2.7,2099.4,1.3,0.3,31.9,2096.6,0.1,2.2,24548.5,1.7,6.9,33.6,21.2,39.8,10.4,52.5,0.3,0.1,0.9,5.4,0.7,0.7,8.8,0.1,182.9,28.1,0.3,26.1,0.7,23.5,405.7,67.7,11.1,21,3.5,0.665019986,1.266604853
2007,Main Basin,MZ72,3,44.40465,-83.20806667,24,sand ,NA,0,728.28,0,1585.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.83,921.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6078,1.4,5.7,81.8,79.4,0.1,0,1.2,0,0.7,6.2,0.1,2419.8,2.7,2099.4,1.3,0.3,31.9,2096.6,0.1,2.2,24548.5,1.7,6.9,33.6,21.2,39.8,10.4,52.5,0.3,0.1,0.9,5.4,0.7,0.7,8.8,0.1,182.9,28.1,0.3,26.1,0.7,23.5,405.7,67.7,11.1,21,3.5,0.72857386,1.343209578
2007,Main Basin,MZ73,1,44.42328333,-83.17525,31,sand ,NA,0,149.94,0,214.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.9,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6116.2,1.5,6.2,80.5,78.1,0.1,0,1.2,0,0.7,6.3,0.1,2434,2.4,2195,1.3,0.3,29.4,2104.6,0.2,2.3,24772.4,1.9,7.1,40.5,24.2,45,10.5,61.6,0.3,0.2,1,5.5,0.6,0.9,8.3,0.1,186.1,31.8,0.4,30.9,0.8,23.7,408.4,61.8,14.2,24,3.8,0.44230983,0.860532346
2007,Main Basin,MZ73,2,44.42328333,-83.17525,31,sand ,NA,0,406.98,0,449.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.61,85.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6116.2,1.5,6.2,80.5,78.1,0.1,0,1.2,0,0.7,6.3,0.1,2434,2.4,2195,1.3,0.3,29.4,2104.6,0.2,2.3,24772.4,1.9,7.1,40.5,24.2,45,10.5,61.6,0.3,0.2,1,5.5,0.6,0.9,8.3,0.1,186.1,31.8,0.4,30.9,0.8,23.7,408.4,61.8,14.2,24,3.8,0.558394773,1.025226657
2007,Main Basin,MZ73,3,44.42328333,-83.17525,31,sand ,NA,0,299.88,0,342.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171.39,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6116.2,1.5,6.2,80.5,78.1,0.1,0,1.2,0,0.7,6.3,0.1,2434,2.4,2195,1.3,0.3,29.4,2104.6,0.2,2.3,24772.4,1.9,7.1,40.5,24.2,45,10.5,61.6,0.3,0.2,1,5.5,0.6,0.9,8.3,0.1,186.1,31.8,0.4,30.9,0.8,23.7,408.4,61.8,14.2,24,3.8,0.530502624,0.947894216
2007,Main Basin,MZ74,1,44.4384,-83.1467,40,sand ,NA,0,214.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706.13,128.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6148.8,1.2,5.8,82.8,81.1,0.1,0,1.2,0,0.3,6.4,0.1,2445.8,2.1,2291.5,1.1,0.3,21.1,2109.5,0.1,1.8,24954.7,1.5,4.7,39.2,22.1,39.7,10.5,69.1,0.2,0.1,1.1,5.5,0.3,1.1,7.9,0.1,266.8,28.3,0.4,24.4,0.8,23.8,410.7,60.3,16.9,22.7,3.8,0.291153363,0.562200412
2007,Main Basin,MZ74,2,44.4384,-83.1467,40,sand ,NA,0,257.04,0,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.21,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6148.8,1.2,5.8,82.8,81.1,0.1,0,1.2,0,0.3,6.4,0.1,2445.8,2.1,2291.5,1.1,0.3,21.1,2109.5,0.1,1.8,24954.7,1.5,4.7,39.2,22.1,39.7,10.5,69.1,0.2,0.1,1.1,5.5,0.3,1.1,7.9,0.1,266.8,28.3,0.4,24.4,0.8,23.8,410.7,60.3,16.9,22.7,3.8,0.390567023,0.755909721
2007,Main Basin,MZ74,3,44.4384,-83.1467,40,sand ,NA,0,214.2,0,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.5,149.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6148.8,1.2,5.8,82.8,81.1,0.1,0,1.2,0,0.3,6.4,0.1,2445.8,2.1,2291.5,1.1,0.3,21.1,2109.5,0.1,1.8,24954.7,1.5,4.7,39.2,22.1,39.7,10.5,69.1,0.2,0.1,1.1,5.5,0.3,1.1,7.9,0.1,266.8,28.3,0.4,24.4,0.8,23.8,410.7,60.3,16.9,22.7,3.8,0.553836393,1.022544914
2007,Main Basin,MZ75,1,44.5154,-83.0029,65,silty sand ,NA,0,107.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.28,0,559.4,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6414.3,1.2,6.9,79.6,79.8,0,0,1.2,0,1.8,6.8,0,2595,2.5,3002.6,1.1,0.3,22.5,1967.1,0.1,2.3,25640.4,1.7,4.9,24.1,20.9,38.7,10.3,69.6,0.2,0.1,0.7,5.2,0.6,0.5,6.4,0.1,161.6,29,0.3,40.3,0.4,24.3,423.9,56.3,15.8,27.9,4.2,0.585061694,1.009950167
2007,Main Basin,MZ75,2,44.5154,-83.0029,65,silty sand ,NA,0,192.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.7,0,559.4,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6414.3,1.2,6.9,79.6,79.8,0,0,1.2,0,1.8,6.8,0,2595,2.5,3002.6,1.1,0.3,22.5,1967.1,0.1,2.3,25640.4,1.7,4.9,24.1,20.9,38.7,10.3,69.6,0.2,0.1,0.7,5.2,0.6,0.5,6.4,0.1,161.6,29,0.3,40.3,0.4,24.3,423.9,56.3,15.8,27.9,4.2,0.616621677,1.077832321
2007,Main Basin,MZ75,3,44.5154,-83.0029,65,silty sand ,NA,0,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.7,0,297.18,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6414.3,1.2,6.9,79.6,79.8,0,0,1.2,0,1.8,6.8,0,2595,2.5,3002.6,1.1,0.3,22.5,1967.1,0.1,2.3,25640.4,1.7,4.9,24.1,20.9,38.7,10.3,69.6,0.2,0.1,0.7,5.2,0.6,0.5,6.4,0.1,161.6,29,0.3,40.3,0.4,24.3,423.9,56.3,15.8,27.9,4.2,0.506292348,0.912657085
2007,Main Basin,MZ76,1,44.72478333,-82.59166667,71,silty loam ,NA,0,107.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.04,0,696.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,8696.5,2.3,8.6,71.6,65.4,0.1,0,1.2,0.1,1.7,3.8,0,3252.4,2.7,4982.8,1.8,0.4,53.9,1686.8,0.3,3.9,29231.3,3.1,23.5,61.7,36.6,75.9,14.4,66.7,0.6,0.2,1.4,15.9,0.4,1.2,9,0.1,150.1,47.1,0.4,56.2,1.5,27.4,508.1,40.5,16.9,42.6,5.6,0.499467064,0.851326703
2007,Main Basin,MZ76,2,44.72478333,-82.59166667,71,silty loam ,NA,0,128.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.72,0,1156.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,8696.5,2.3,8.6,71.6,65.4,0.1,0,1.2,0.1,1.7,3.8,0,3252.4,2.7,4982.8,1.8,0.4,53.9,1686.8,0.3,3.9,29231.3,3.1,23.5,61.7,36.6,75.9,14.4,66.7,0.6,0.2,1.4,15.9,0.4,1.2,9,0.1,150.1,47.1,0.4,56.2,1.5,27.4,508.1,40.5,16.9,42.6,5.6,0.444247463,0.771379424
2007,Main Basin,MZ76,3,44.72478333,-82.59166667,71,silty loam ,NA,0,107.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.3,0,566.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,8696.5,2.3,8.6,71.6,65.4,0.1,0,1.2,0.1,1.7,3.8,0,3252.4,2.7,4982.8,1.8,0.4,53.9,1686.8,0.3,3.9,29231.3,3.1,23.5,61.7,36.6,75.9,14.4,66.7,0.6,0.2,1.4,15.9,0.4,1.2,9,0.1,150.1,47.1,0.4,56.2,1.5,27.4,508.1,40.5,16.9,42.6,5.6,0.559601751,0.925661544
2007,Main Basin,MZ87,1,45.09756667,-83.05828333,55,loam ,NA,0,149.94,0,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.26,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5935.4,2,8.4,73.1,69.1,0.1,0,1.2,0,3.4,6.6,0,2355.2,2.8,2200.9,1.6,0.4,40.3,2244.4,0.2,3.6,25718.7,3,11.1,56.5,43.9,70.7,10.5,48.1,0.4,0.1,1.5,5.4,0.9,1.2,8.8,0.2,177.7,47.4,0.3,47.5,0.7,23.6,413.1,40.2,22,37.8,5.4,0.366958486,0.688906929
2007,Main Basin,MZ87,2,45.09756667,-83.05828333,55,loam ,NA,0,171.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.26,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5935.4,2,8.4,73.1,69.1,0.1,0,1.2,0,3.4,6.6,0,2355.2,2.8,2200.9,1.6,0.4,40.3,2244.4,0.2,3.6,25718.7,3,11.1,56.5,43.9,70.7,10.5,48.1,0.4,0.1,1.5,5.4,0.9,1.2,8.8,0.2,177.7,47.4,0.3,47.5,0.7,23.6,413.1,40.2,22,37.8,5.4,0.358844746,0.613220754
2007,Main Basin,MZ87,3,45.09756667,-83.05828333,55,loam ,NA,0,128.52,0,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.25,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5935.4,2,8.4,73.1,69.1,0.1,0,1.2,0,3.4,6.6,0,2355.2,2.8,2200.9,1.6,0.4,40.3,2244.4,0.2,3.6,25718.7,3,11.1,56.5,43.9,70.7,10.5,48.1,0.4,0.1,1.5,5.4,0.9,1.2,8.8,0.2,177.7,47.4,0.3,47.5,0.7,23.6,413.1,40.2,22,37.8,5.4,0.33170384,0.67535474
2007,Main Basin,MZ88,1,45.08901667,-83.07738333,49,sandy silt ,NA,0,235.62,0,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656.94,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5944.1,2,8.4,73,68.4,0.1,0,1.2,0,2.5,6.5,0,2344.4,2.8,2097.7,1.6,0.4,42.1,2281.7,0.3,3.7,25589.7,3.1,11.4,53.3,39,67.2,10.6,55.5,0.5,0.2,1.4,5.5,0.8,1.2,8.8,0.2,170.1,44.2,0.3,49.1,1,23.6,411.9,41.9,20.5,37.5,5.3,0.486087716,0.884254671
